object_type,object_id,object_system,object_code
stop_point,SCF:SP:SPOCENoctilien87116095,source,SPOCENoctilien87116095
stop_point,SCF:SP:SPOCENoctilien87116103,navitia1,SCFSPOCENoctilien87116103
stop_point,SCF:SP:SPOCENoctilien87116103,source,SPOCENoctilien87116103
stop_point,SCF:SP:SPOCENoctilien87116111,navitia1,SCFSPOCENoctilien87116111
stop_point,SCF:SP:SPOCENoctilien87116111,source,SPOCENoctilien87116111
stop_point,SCF:SP:SPOCENoctilien87116137,navitia1,SCFSPOCENoctilien87116137
stop_point,SCF:SP:SPOCENoctilien87116137,source,SPOCENoctilien87116137
stop_point,SCF:SP:SPOCENoctilien87116160,navitia1,SCFSPOCENoctilien87116160
stop_point,SCF:SP:SPOCENoctilien87116160,source,SPOCENoctilien87116160
stop_point,SCF:SP:SPOCENoctilien87116178,navitia1,SCFSPOCENoctilien87116178
stop_point,SCF:SP:SPOCENoctilien87116178,source,SPOCENoctilien87116178
stop_point,SCF:SP:SPOCENoctilien87116210,navitia1,SCFSPOCENoctilien87116210
stop_point,SCF:SP:SPOCENoctilien87116210,source,SPOCENoctilien87116210
stop_point,SCF:SP:SPOCENoctilien87116228,navitia1,SCFSPOCENoctilien87116228
stop_point,SCF:SP:SPOCENoctilien87116228,source,SPOCENoctilien87116228
stop_point,SCF:SP:SPOCENoctilien87116244,navitia1,SCFSPOCENoctilien87116244
stop_point,SCF:SP:SPOCENoctilien87116244,source,SPOCENoctilien87116244
stop_point,SCF:SP:SPOCENoctilien87116269,navitia1,SCFSPOCENoctilien87116269
stop_point,SCF:SP:SPOCENoctilien87116269,source,SPOCENoctilien87116269
stop_point,SCF:SP:SPOCENoctilien87116277,navitia1,SCFSPOCENoctilien87116277
stop_point,SCF:SP:SPOCENoctilien87116277,source,SPOCENoctilien87116277
stop_point,SCF:SP:SPOCENoctilien87116285,navitia1,SCFSPOCENoctilien87116285
stop_point,SCF:SP:SPOCENoctilien87116285,source,SPOCENoctilien87116285
stop_point,SCF:SP:SPOCENoctilien87116293,navitia1,SCFSPOCENoctilien87116293
stop_point,SCF:SP:SPOCENoctilien87116293,source,SPOCENoctilien87116293
stop_point,SCF:SP:SPOCENoctilien87116301,navitia1,SCFSPOCENoctilien87116301
stop_point,SCF:SP:SPOCENoctilien87116301,source,SPOCENoctilien87116301
stop_point,SCF:SP:SPOCENoctilien87116319,navitia1,SCFSPOCENoctilien87116319
stop_point,SCF:SP:SPOCENoctilien87116319,source,SPOCENoctilien87116319
stop_point,SCF:SP:SPOCENoctilien87116327,navitia1,SCFSPOCENoctilien87116327
stop_point,SCF:SP:SPOCENoctilien87116327,source,SPOCENoctilien87116327
stop_point,SCF:SP:SPOCENoctilien87116491,navitia1,SCFSPOCENoctilien87116491
stop_point,SCF:SP:SPOCENoctilien87116491,source,SPOCENoctilien87116491
stop_point,SCF:SP:SPOCENoctilien87116509,navitia1,SCFSPOCENoctilien87116509
stop_point,SCF:SP:SPOCENoctilien87116509,source,SPOCENoctilien87116509
stop_point,SCF:SP:SPOCENoctilien87116517,navitia1,SCFSPOCENoctilien87116517
stop_point,SCF:SP:SPOCENoctilien87116517,source,SPOCENoctilien87116517
stop_point,SCF:SP:SPOCENoctilien87116558,navitia1,SCFSPOCENoctilien87116558
stop_point,SCF:SP:SPOCENoctilien87116558,source,SPOCENoctilien87116558
stop_point,SCF:SP:SPOCENoctilien87116566,navitia1,SCFSPOCENoctilien87116566
stop_point,SCF:SP:SPOCENoctilien87116566,source,SPOCENoctilien87116566
stop_point,SCF:SP:SPOCENoctilien87116574,navitia1,SCFSPOCENoctilien87116574
stop_point,SCF:SP:SPOCENoctilien87116574,source,SPOCENoctilien87116574
stop_point,SCF:SP:SPOCENoctilien87116582,navitia1,SCFSPOCENoctilien87116582
stop_point,SCF:SP:SPOCENoctilien87116582,source,SPOCENoctilien87116582
stop_point,SCF:SP:SPOCENoctilien87164780,navitia1,SCFSPOCENoctilien87164780
stop_point,SCF:SP:SPOCENoctilien87164780,source,SPOCENoctilien87164780
stop_point,SCF:SP:SPOCENoctilien87164798,navitia1,SCFSPOCENoctilien87164798
stop_point,SCF:SP:SPOCENoctilien87164798,source,SPOCENoctilien87164798
stop_point,SCF:SP:SPOCENoctilien87271007,navitia1,SCFSPOCENoctilien87271007
stop_point,SCF:SP:SPOCENoctilien87271007,source,SPOCENoctilien87271007
stop_point,SCF:SP:SPOCENoctilien87271015,navitia1,SCFSPOCENoctilien87271015
stop_point,SCF:SP:SPOCENoctilien87271015,source,SPOCENoctilien87271015
stop_point,SCF:SP:SPOCENoctilien87271031,navitia1,SCFSPOCENoctilien87271031
stop_point,SCF:SP:SPOCENoctilien87271031,source,SPOCENoctilien87271031
stop_point,SCF:SP:SPOCENoctilien87271122,navitia1,SCFSPOCENoctilien87271122
stop_point,SCF:SP:SPOCENoctilien87271122,source,SPOCENoctilien87271122
stop_point,SCF:SP:SPOCENoctilien87271163,navitia1,SCFSPOCENoctilien87271163
stop_point,SCF:SP:SPOCENoctilien87271163,source,SPOCENoctilien87271163
stop_point,SCF:SP:SPOCENoctilien87271171,navitia1,SCFSPOCENoctilien87271171
stop_point,SCF:SP:SPOCENoctilien87271171,source,SPOCENoctilien87271171
stop_point,SCF:SP:SPOCENoctilien87271304,navitia1,SCFSPOCENoctilien87271304
stop_point,SCF:SP:SPOCENoctilien87271304,source,SPOCENoctilien87271304
stop_point,SCF:SP:SPOCENoctilien87271395,navitia1,SCFSPOCENoctilien87271395
stop_point,SCF:SP:SPOCENoctilien87271395,source,SPOCENoctilien87271395
stop_point,SCF:SP:SPOCENoctilien87271403,navitia1,SCFSPOCENoctilien87271403
stop_point,SCF:SP:SPOCENoctilien87271403,source,SPOCENoctilien87271403
stop_point,SCF:SP:SPOCENoctilien87271411,navitia1,SCFSPOCENoctilien87271411
stop_point,SCF:SP:SPOCENoctilien87271411,source,SPOCENoctilien87271411
stop_point,SCF:SP:SPOCENoctilien87271445,navitia1,SCFSPOCENoctilien87271445
stop_point,SCF:SP:SPOCENoctilien87271445,source,SPOCENoctilien87271445
stop_point,SCF:SP:SPOCENoctilien87271452,navitia1,SCFSPOCENoctilien87271452
stop_point,SCF:SP:SPOCENoctilien87271452,source,SPOCENoctilien87271452
stop_point,SCF:SP:SPOCENoctilien87271460,navitia1,SCFSPOCENoctilien87271460
stop_point,SCF:SP:SPOCENoctilien87271460,source,SPOCENoctilien87271460
stop_point,SCF:SP:SPOCENoctilien87271478,navitia1,SCFSPOCENoctilien87271478
stop_point,SCF:SP:SPOCENoctilien87271478,source,SPOCENoctilien87271478
stop_point,SCF:SP:SPOCENoctilien87271486,navitia1,SCFSPOCENoctilien87271486
stop_point,SCF:SP:SPOCENoctilien87271486,source,SPOCENoctilien87271486
stop_point,SCF:SP:SPOCENoctilien87272021,navitia1,SCFSPOCENoctilien87272021
stop_point,SCF:SP:SPOCENoctilien87272021,source,SPOCENoctilien87272021
stop_point,SCF:SP:SPOCENoctilien87272039,navitia1,SCFSPOCENoctilien87272039
stop_point,SCF:SP:SPOCENoctilien87272039,source,SPOCENoctilien87272039
stop_point,SCF:SP:SPOCENoctilien87276006,navitia1,SCFSPOCENoctilien87276006
stop_point,SCF:SP:SPOCENoctilien87276006,source,SPOCENoctilien87276006
stop_point,SCF:SP:SPOCENoctilien87276022,navitia1,SCFSPOCENoctilien87276022
stop_point,SCF:SP:SPOCENoctilien87276022,source,SPOCENoctilien87276022
stop_point,SCF:SP:SPOCENoctilien87276030,navitia1,SCFSPOCENoctilien87276030
stop_point,SCF:SP:SPOCENoctilien87276030,source,SPOCENoctilien87276030
stop_point,SCF:SP:SPOCENoctilien87276055,navitia1,SCFSPOCENoctilien87276055
stop_point,SCF:SP:SPOCENoctilien87276055,source,SPOCENoctilien87276055
stop_point,SCF:SP:SPOCENoctilien87276063,navitia1,SCFSPOCENoctilien87276063
stop_point,SCF:SP:SPOCENoctilien87276063,source,SPOCENoctilien87276063
stop_point,SCF:SP:SPOCENoctilien87276071,navitia1,SCFSPOCENoctilien87276071
stop_point,SCF:SP:SPOCENoctilien87276071,source,SPOCENoctilien87276071
stop_point,SCF:SP:SPOCENoctilien87276089,navitia1,SCFSPOCENoctilien87276089
stop_point,SCF:SP:SPOCENoctilien87276089,source,SPOCENoctilien87276089
stop_point,SCF:SP:SPOCENoctilien87276097,navitia1,SCFSPOCENoctilien87276097
stop_point,SCF:SP:SPOCENoctilien87276097,source,SPOCENoctilien87276097
stop_point,SCF:SP:SPOCENoctilien87276105,navitia1,SCFSPOCENoctilien87276105
stop_point,SCF:SP:SPOCENoctilien87276105,source,SPOCENoctilien87276105
stop_point,SCF:SP:SPOCENoctilien87276113,navitia1,SCFSPOCENoctilien87276113
stop_point,SCF:SP:SPOCENoctilien87276113,source,SPOCENoctilien87276113
stop_point,SCF:SP:SPOCENoctilien87276139,navitia1,SCFSPOCENoctilien87276139
stop_point,SCF:SP:SPOCENoctilien87276139,source,SPOCENoctilien87276139
stop_point,SCF:SP:SPOCENoctilien87276188,navitia1,SCFSPOCENoctilien87276188
stop_point,SCF:SP:SPOCENoctilien87276188,source,SPOCENoctilien87276188
stop_point,SCF:SP:SPOCENoctilien87276196,navitia1,SCFSPOCENoctilien87276196
stop_point,SCF:SP:SPOCENoctilien87276196,source,SPOCENoctilien87276196
stop_point,SCF:SP:SPOCENoctilien87276220,navitia1,SCFSPOCENoctilien87276220
stop_point,SCF:SP:SPOCENoctilien87276220,source,SPOCENoctilien87276220
stop_point,SCF:SP:SPOCENoctilien87276238,navitia1,SCFSPOCENoctilien87276238
stop_point,SCF:SP:SPOCENoctilien87276238,source,SPOCENoctilien87276238
stop_point,SCF:SP:SPOCENoctilien87276246,navitia1,SCFSPOCENoctilien87276246
stop_point,SCF:SP:SPOCENoctilien87276246,source,SPOCENoctilien87276246
stop_point,SCF:SP:SPOCENoctilien87276253,navitia1,SCFSPOCENoctilien87276253
stop_point,SCF:SP:SPOCENoctilien87276253,source,SPOCENoctilien87276253
stop_point,SCF:SP:SPOCENoctilien87276261,navitia1,SCFSPOCENoctilien87276261
stop_point,SCF:SP:SPOCENoctilien87276261,source,SPOCENoctilien87276261
stop_point,SCF:SP:SPOCENoctilien87276279,navitia1,SCFSPOCENoctilien87276279
stop_point,SCF:SP:SPOCENoctilien87276279,source,SPOCENoctilien87276279
stop_point,SCF:SP:SPOCENoctilien87276287,navitia1,SCFSPOCENoctilien87276287
stop_point,SCF:SP:SPOCENoctilien87276287,source,SPOCENoctilien87276287
stop_point,SCF:SP:SPOCENoctilien87276345,navitia1,SCFSPOCENoctilien87276345
stop_point,SCF:SP:SPOCENoctilien87276345,source,SPOCENoctilien87276345
stop_point,SCF:SP:SPOCENoctilien87276360,navitia1,SCFSPOCENoctilien87276360
stop_point,SCF:SP:SPOCENoctilien87276360,source,SPOCENoctilien87276360
stop_point,SCF:SP:SPOCENoctilien87276386,navitia1,SCFSPOCENoctilien87276386
stop_point,SCF:SP:SPOCENoctilien87276386,source,SPOCENoctilien87276386
stop_point,SCF:SP:SPOCENoctilien87276394,navitia1,SCFSPOCENoctilien87276394
stop_point,SCF:SP:SPOCENoctilien87276394,source,SPOCENoctilien87276394
stop_point,SCF:SP:SPOCENoctilien87276436,navitia1,SCFSPOCENoctilien87276436
stop_point,SCF:SP:SPOCENoctilien87276436,source,SPOCENoctilien87276436
stop_point,SCF:SP:SPOCENoctilien87276469,navitia1,SCFSPOCENoctilien87276469
stop_point,SCF:SP:SPOCENoctilien87276469,source,SPOCENoctilien87276469
stop_point,SCF:SP:SPOCENoctilien87276485,navitia1,SCFSPOCENoctilien87276485
stop_point,SCF:SP:SPOCENoctilien87276485,source,SPOCENoctilien87276485
stop_point,SCF:SP:SPOCENoctilien87276493,navitia1,SCFSPOCENoctilien87276493
stop_point,SCF:SP:SPOCENoctilien87276493,source,SPOCENoctilien87276493
stop_point,SCF:SP:SPOCENoctilien87276501,navitia1,SCFSPOCENoctilien87276501
stop_point,SCF:SP:SPOCENoctilien87276501,source,SPOCENoctilien87276501
stop_point,SCF:SP:SPOCENoctilien87276519,navitia1,SCFSPOCENoctilien87276519
stop_point,SCF:SP:SPOCENoctilien87276519,source,SPOCENoctilien87276519
stop_point,SCF:SP:SPOCENoctilien87276527,navitia1,SCFSPOCENoctilien87276527
stop_point,SCF:SP:SPOCENoctilien87276527,source,SPOCENoctilien87276527
stop_point,SCF:SP:SPOCENoctilien87276535,navitia1,SCFSPOCENoctilien87276535
stop_point,SCF:SP:SPOCENoctilien87276535,source,SPOCENoctilien87276535
stop_point,SCF:SP:SPOCENoctilien87276550,navitia1,SCFSPOCENoctilien87276550
stop_point,SCF:SP:SPOCENoctilien87276550,source,SPOCENoctilien87276550
stop_point,SCF:SP:SPOCENoctilien87276568,navitia1,SCFSPOCENoctilien87276568
stop_point,SCF:SP:SPOCENoctilien87276568,source,SPOCENoctilien87276568
stop_point,SCF:SP:SPOCENoctilien87276576,navitia1,SCFSPOCENoctilien87276576
stop_point,SCF:SP:SPOCENoctilien87276576,source,SPOCENoctilien87276576
stop_point,SCF:SP:SPOCENoctilien87276584,navitia1,SCFSPOCENoctilien87276584
stop_point,SCF:SP:SPOCENoctilien87276584,source,SPOCENoctilien87276584
stop_point,SCF:SP:SPOCENoctilien87276592,navitia1,SCFSPOCENoctilien87276592
stop_point,SCF:SP:SPOCENoctilien87276592,source,SPOCENoctilien87276592
stop_point,SCF:SP:SPOCENoctilien87276600,navitia1,SCFSPOCENoctilien87276600
stop_point,SCF:SP:SPOCENoctilien87276600,source,SPOCENoctilien87276600
stop_point,SCF:SP:SPOCENoctilien87276626,navitia1,SCFSPOCENoctilien87276626
stop_point,SCF:SP:SPOCENoctilien87276626,source,SPOCENoctilien87276626
stop_point,SCF:SP:SPOCENoctilien87276634,navitia1,SCFSPOCENoctilien87276634
stop_point,SCF:SP:SPOCENoctilien87276634,source,SPOCENoctilien87276634
stop_point,SCF:SP:SPOCENoctilien87276642,navitia1,SCFSPOCENoctilien87276642
stop_point,SCF:SP:SPOCENoctilien87276642,source,SPOCENoctilien87276642
stop_point,SCF:SP:SPOCENoctilien87276659,navitia1,SCFSPOCENoctilien87276659
stop_point,SCF:SP:SPOCENoctilien87276659,source,SPOCENoctilien87276659
stop_point,SCF:SP:SPOCENoctilien87276667,navitia1,SCFSPOCENoctilien87276667
stop_point,SCF:SP:SPOCENoctilien87276667,source,SPOCENoctilien87276667
stop_point,SCF:SP:SPOCENoctilien87276675,navitia1,SCFSPOCENoctilien87276675
stop_point,SCF:SP:SPOCENoctilien87276675,source,SPOCENoctilien87276675
stop_point,SCF:SP:SPOCENoctilien87276758,navitia1,SCFSPOCENoctilien87276758
stop_point,SCF:SP:SPOCENoctilien87276758,source,SPOCENoctilien87276758
stop_point,SCF:SP:SPOCENoctilien87328328,navitia1,SCFSPOCENoctilien87328328
stop_point,SCF:SP:SPOCENoctilien87328328,source,SPOCENoctilien87328328
stop_point,SCF:SP:SPOCENoctilien87334482,navitia1,SCFSPOCENoctilien87334482
stop_point,SCF:SP:SPOCENoctilien87334482,source,SPOCENoctilien87334482
stop_point,SCF:SP:SPOCENoctilien87337980,navitia1,SCFSPOCENoctilien87337980
stop_point,SCF:SP:SPOCENoctilien87337980,source,SPOCENoctilien87337980
stop_point,SCF:SP:SPOCENoctilien87381079,navitia1,SCFSPOCENoctilien87381079
stop_point,SCF:SP:SPOCENoctilien87381079,source,SPOCENoctilien87381079
stop_point,SCF:SP:SPOCENoctilien87381087,navitia1,SCFSPOCENoctilien87381087
stop_point,SCF:SP:SPOCENoctilien87381087,source,SPOCENoctilien87381087
stop_point,SCF:SP:SPOCENoctilien87381095,navitia1,SCFSPOCENoctilien87381095
stop_point,SCF:SP:SPOCENoctilien87381095,source,SPOCENoctilien87381095
stop_point,SCF:SP:SPOCENoctilien87381137,navitia1,SCFSPOCENoctilien87381137
stop_point,SCF:SP:SPOCENoctilien87381137,source,SPOCENoctilien87381137
stop_point,SCF:SP:SPOCENoctilien87381152,navitia1,SCFSPOCENoctilien87381152
stop_point,SCF:SP:SPOCENoctilien87381152,source,SPOCENoctilien87381152
stop_point,SCF:SP:SPOCENoctilien87381160,navitia1,SCFSPOCENoctilien87381160
stop_point,SCF:SP:SPOCENoctilien87381160,source,SPOCENoctilien87381160
stop_point,SCF:SP:SPOCENoctilien87381186,navitia1,SCFSPOCENoctilien87381186
stop_point,SCF:SP:SPOCENoctilien87381186,source,SPOCENoctilien87381186
stop_point,SCF:SP:SPOCENoctilien87381202,navitia1,SCFSPOCENoctilien87381202
stop_point,SCF:SP:SPOCENoctilien87381202,source,SPOCENoctilien87381202
stop_point,SCF:SP:SPOCENoctilien87381210,navitia1,SCFSPOCENoctilien87381210
stop_point,SCF:SP:SPOCENoctilien87381210,source,SPOCENoctilien87381210
stop_point,SCF:SP:SPOCENoctilien87381236,navitia1,SCFSPOCENoctilien87381236
stop_point,SCF:SP:SPOCENoctilien87381236,source,SPOCENoctilien87381236
stop_point,SCF:SP:SPOCENoctilien87381244,navitia1,SCFSPOCENoctilien87381244
stop_point,SCF:SP:SPOCENoctilien87381244,source,SPOCENoctilien87381244
stop_point,SCF:SP:SPOCENoctilien87381459,navitia1,SCFSPOCENoctilien87381459
stop_point,SCF:SP:SPOCENoctilien87381459,source,SPOCENoctilien87381459
stop_point,SCF:SP:SPOCENoctilien87381475,navitia1,SCFSPOCENoctilien87381475
stop_point,SCF:SP:SPOCENoctilien87381475,source,SPOCENoctilien87381475
stop_point,SCF:SP:SPOCENoctilien87381483,navitia1,SCFSPOCENoctilien87381483
stop_point,SCF:SP:SPOCENoctilien87381483,source,SPOCENoctilien87381483
stop_point,SCF:SP:SPOCENoctilien87381491,navitia1,SCFSPOCENoctilien87381491
stop_point,SCF:SP:SPOCENoctilien87381491,source,SPOCENoctilien87381491
stop_point,SCF:SP:SPOCENoctilien87381509,navitia1,SCFSPOCENoctilien87381509
stop_point,SCF:SP:SPOCENoctilien87381509,source,SPOCENoctilien87381509
stop_point,SCF:SP:SPOCENoctilien87381558,navitia1,SCFSPOCENoctilien87381558
stop_point,SCF:SP:SPOCENoctilien87381558,source,SPOCENoctilien87381558
stop_point,SCF:SP:SPOCENoctilien87381566,navitia1,SCFSPOCENoctilien87381566
stop_point,SCF:SP:SPOCENoctilien87381566,source,SPOCENoctilien87381566
stop_point,SCF:SP:SPOCENoctilien87381574,navitia1,SCFSPOCENoctilien87381574
stop_point,SCF:SP:SPOCENoctilien87381574,source,SPOCENoctilien87381574
stop_point,SCF:SP:SPOCENoctilien87381582,navitia1,SCFSPOCENoctilien87381582
stop_point,SCF:SP:SPOCENoctilien87381582,source,SPOCENoctilien87381582
stop_point,SCF:SP:SPOCENoctilien87381590,navitia1,SCFSPOCENoctilien87381590
stop_point,SCF:SP:SPOCENoctilien87381590,source,SPOCENoctilien87381590
stop_point,SCF:SP:SPOCENoctilien87381657,navitia1,SCFSPOCENoctilien87381657
stop_point,SCF:SP:SPOCENoctilien87381657,source,SPOCENoctilien87381657
stop_point,SCF:SP:SPOCENoctilien87381715,navitia1,SCFSPOCENoctilien87381715
stop_point,SCF:SP:SPOCENoctilien87381715,source,SPOCENoctilien87381715
stop_point,SCF:SP:SPOCENoctilien87381723,navitia1,SCFSPOCENoctilien87381723
stop_point,SCF:SP:SPOCENoctilien87381723,source,SPOCENoctilien87381723
stop_point,SCF:SP:SPOCENoctilien87381731,navitia1,SCFSPOCENoctilien87381731
stop_point,SCF:SP:SPOCENoctilien87381731,source,SPOCENoctilien87381731
stop_point,SCF:SP:SPOCENoctilien87381798,navitia1,SCFSPOCENoctilien87381798
stop_point,SCF:SP:SPOCENoctilien87381798,source,SPOCENoctilien87381798
stop_point,SCF:SP:SPOCENoctilien87381806,navitia1,SCFSPOCENoctilien87381806
stop_point,SCF:SP:SPOCENoctilien87381806,source,SPOCENoctilien87381806
stop_point,SCF:SP:SPOCENoctilien87381814,navitia1,SCFSPOCENoctilien87381814
stop_point,SCF:SP:SPOCENoctilien87381814,source,SPOCENoctilien87381814
stop_point,SCF:SP:SPOCENoctilien87381822,navitia1,SCFSPOCENoctilien87381822
stop_point,SCF:SP:SPOCENoctilien87381822,source,SPOCENoctilien87381822
stop_point,SCF:SP:SPOCENoctilien87381830,navitia1,SCFSPOCENoctilien87381830
stop_point,SCF:SP:SPOCENoctilien87381830,source,SPOCENoctilien87381830
stop_point,SCF:SP:SPOCENoctilien87381848,navitia1,SCFSPOCENoctilien87381848
stop_point,SCF:SP:SPOCENoctilien87381848,source,SPOCENoctilien87381848
stop_point,SCF:SP:SPOCENoctilien87381863,navitia1,SCFSPOCENoctilien87381863
stop_point,SCF:SP:SPOCENoctilien87381863,source,SPOCENoctilien87381863
stop_point,SCF:SP:SPOCENoctilien87381871,navitia1,SCFSPOCENoctilien87381871
stop_point,SCF:SP:SPOCENoctilien87381871,source,SPOCENoctilien87381871
stop_point,SCF:SP:SPOCENoctilien87381889,navitia1,SCFSPOCENoctilien87381889
stop_point,SCF:SP:SPOCENoctilien87381889,source,SPOCENoctilien87381889
stop_point,SCF:SP:SPOCENoctilien87381897,navitia1,SCFSPOCENoctilien87381897
stop_point,SCF:SP:SPOCENoctilien87381897,source,SPOCENoctilien87381897
stop_point,SCF:SP:SPOCENoctilien87381905,navitia1,SCFSPOCENoctilien87381905
stop_point,SCF:SP:SPOCENoctilien87381905,source,SPOCENoctilien87381905
stop_point,SCF:SP:SPOCENoctilien87382002,navitia1,SCFSPOCENoctilien87382002
stop_point,SCF:SP:SPOCENoctilien87382002,source,SPOCENoctilien87382002
stop_point,SCF:SP:SPOCENoctilien87382218,navitia1,SCFSPOCENoctilien87382218
stop_point,SCF:SP:SPOCENoctilien87382218,source,SPOCENoctilien87382218
stop_point,SCF:SP:SPOCENoctilien87382259,navitia1,SCFSPOCENoctilien87382259
stop_point,SCF:SP:SPOCENoctilien87382259,source,SPOCENoctilien87382259
stop_point,SCF:SP:SPOCENoctilien87382267,navitia1,SCFSPOCENoctilien87382267
stop_point,SCF:SP:SPOCENoctilien87382267,source,SPOCENoctilien87382267
stop_point,SCF:SP:SPOCENoctilien87382333,navitia1,SCFSPOCENoctilien87382333
stop_point,SCF:SP:SPOCENoctilien87382333,source,SPOCENoctilien87382333
stop_point,SCF:SP:SPOCENoctilien87382341,navitia1,SCFSPOCENoctilien87382341
stop_point,SCF:SP:SPOCENoctilien87382341,source,SPOCENoctilien87382341
stop_point,SCF:SP:SPOCENoctilien87382358,navitia1,SCFSPOCENoctilien87382358
stop_point,SCF:SP:SPOCENoctilien87382358,source,SPOCENoctilien87382358
stop_point,SCF:SP:SPOCENoctilien87382366,navitia1,SCFSPOCENoctilien87382366
stop_point,SCF:SP:SPOCENoctilien87382366,source,SPOCENoctilien87382366
stop_point,SCF:SP:SPOCENoctilien87382374,navitia1,SCFSPOCENoctilien87382374
stop_point,SCF:SP:SPOCENoctilien87382374,source,SPOCENoctilien87382374
stop_point,SCF:SP:SPOCENoctilien87382382,navitia1,SCFSPOCENoctilien87382382
stop_point,SCF:SP:SPOCENoctilien87382382,source,SPOCENoctilien87382382
stop_point,SCF:SP:SPOCENoctilien87382432,navitia1,SCFSPOCENoctilien87382432
stop_point,SCF:SP:SPOCENoctilien87382432,source,SPOCENoctilien87382432
stop_point,SCF:SP:SPOCENoctilien87382440,navitia1,SCFSPOCENoctilien87382440
stop_point,SCF:SP:SPOCENoctilien87382440,source,SPOCENoctilien87382440
stop_point,SCF:SP:SPOCENoctilien87382457,navitia1,SCFSPOCENoctilien87382457
stop_point,SCF:SP:SPOCENoctilien87382457,source,SPOCENoctilien87382457
stop_point,SCF:SP:SPOCENoctilien87382465,navitia1,SCFSPOCENoctilien87382465
stop_point,SCF:SP:SPOCENoctilien87382465,source,SPOCENoctilien87382465
stop_point,SCF:SP:SPOCENoctilien87382473,navitia1,SCFSPOCENoctilien87382473
stop_point,SCF:SP:SPOCENoctilien87382473,source,SPOCENoctilien87382473
stop_point,SCF:SP:SPOCENoctilien87382481,navitia1,SCFSPOCENoctilien87382481
stop_point,SCF:SP:SPOCENoctilien87382481,source,SPOCENoctilien87382481
stop_point,SCF:SP:SPOCENoctilien87382499,navitia1,SCFSPOCENoctilien87382499
stop_point,SCF:SP:SPOCENoctilien87382499,source,SPOCENoctilien87382499
stop_point,SCF:SP:SPOCENoctilien87382655,navitia1,SCFSPOCENoctilien87382655
